"ISO3","ISO2","name","meantemp","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099"
"SUR","SR","Suriname",26.9235483870968,3324.358,3447.173,3580.434,3724.983,3881.753,4051.774,4235.943,4435.49,4651.773,4886.297,5140.727,5411.139,5698.655,6004.479,6329.909,6676.345,7038.724,7417.59,7813.497,8227.003,8658.673,9102.326,9557.497,10023.655,10500.199,10986.464,11484.656,11994.368,12515.139,13046.457,13587.755,14137.95,14696.314,15262.063,15834.36,16412.314,16999.908,17596.673,18202.104,18815.66,19436.765,20066.555,20704.552,21350.244,22003.091,22662.524,23328.122,23999.272,24675.332,25355.631,26039.472,26727.539,27419.195,28113.778,28810.606,29508.975,30215.715,30930.619,31653.467,32384.029,33122.061,33869.825,34627.222,35394.145,36170.481,36956.104,37756.351,38571.435,39401.57,40246.97,41107.852,41975.228,42848.732,43727.988,44612.606,45502.181,46410.496,47337.963,48285.006,49252.058,50239.562,51241.238,52257.147,53287.345,54331.883,55390.812,56470.378,57570.986,58693.045,59836.972
"SVK","SK","Slovakia",8.29038461538462,9733.973,10023.968,10325.83,10640.107,10967.375,11308.241,11655.879,12010.264,12371.365,12739.141,13113.544,13500.21,13899.573,14312.085,14738.213,15178.443,15628.272,16087.774,16557.022,17036.083,17525.019,18015.124,18505.711,18996.076,19485.491,19973.213,20458.641,20941.015,21419.559,21893.489,22362.009,22829.867,23296.601,23761.741,24224.81,24685.323,25150.74,25621.009,26096.074,26575.876,27060.354,27557.886,28068.864,28593.696,29132.802,29686.616,30258.796,30849.992,31460.884,32092.178,32744.612,33413.191,34098.362,34800.584,35520.33,36258.087,37007.469,37768.565,38541.461,39326.242,40122.991,40928.18,41741.668,42563.311,43392.955,44230.439,45081.61,45946.636,46825.687,47718.934,48626.548,49549.188,50487.055,51440.351,52409.282,53394.052,54398.288,55422.39,56466.769,57531.846,58618.047,59727.804,60861.676,62020.239,63204.081,64413.808,65646.688,66903.165,68183.692,69488.728
"SVN","SI","Slovenia",8.5635,15338.052,15537.6,15765.536,16022.987,16311.241,16631.757,16965.091,17311.755,17672.29,18047.261,18437.262,18842.771,19264.434,19702.932,20158.976,20633.316,21118.942,21616.124,22125.141,22646.276,23179.822,23715.74,24253.613,24793.013,25333.501,25874.625,26415.663,26956.127,27495.52,28033.332,28569.049,29108.204,29650.606,30196.059,30744.359,31295.298,31854.92,32423.339,33000.669,33587.025,34182.523,34791.587,35414.566,36051.815,36703.704,37370.611,38052.998,38751.27,39465.844,40197.146,40945.617,41707.451,42482.876,43272.123,44075.426,44893.026,45723.547,46567.146,47423.981,48294.212,49177.996,50073.625,50981.16,51900.656,52832.169,53775.751,54735.218,55710.819,56702.806,57711.435,58736.967,59781.193,60844.462,61927.128,63029.555,64152.111,65296.97,66464.61,67655.523,68870.21,70109.185,71371.852,72658.686,73970.175,75306.816,76669.117,78056.061,79468.095,80905.673,82369.257
"SWE","SE","Sweden",5.72258064516129,33378.508,34018.508,34647.442,35264.236,35867.818,36457.126,37054.075,37658.724,38271.13,38891.352,39519.447,40173.494,40854.435,41563.259,42301.007,43068.77,43861.064,44678.721,45522.613,46393.643,47292.752,48203.894,49127.095,50062.376,51009.757,51969.25,52934.319,53904.605,54879.74,55859.343,56843.026,57822.545,58797.086,59765.827,60727.937,61682.581,62632.862,63578.118,64517.675,65450.859,66376.988,67321.533,68284.904,69267.524,70269.825,71292.251,72358.355,73469.635,74627.663,75834.094,77090.665,78379.158,79700.474,81055.541,82445.32,83870.799,85321.764,86798.684,88302.037,89832.311,91390.004,92966.664,94562.344,96177.09,97810.947,99463.952,101141.511,102843.925,104571.497,106324.534,108103.343,109915.804,111762.609,113644.468,115562.105,117516.26,119514.976,121559.4,123650.707,125790.112,127978.86,130218.234,132509.554,134854.178,137253.504,139708.969,142208.362,144752.47,147342.092,149978.042
"SWZ","SZ","Swaziland",20.0961290322581,1951.637,1926.906,1912.427,1907.921,1913.267,1928.497,1954.273,1990.959,2039.096,2099.421,2172.879,2255.866,2349.245,2454.012,2571.309,2702.446,2845.005,3000.069,3168.841,3352.659,3553.014,3765.655,3991.353,4230.93,4485.26,4755.273,5038.972,5336.876,5649.511,5977.408,6321.109,6679.112,7051.619,7438.809,7840.832,8257.808,8689.08,9134.587,9594.221,10067.83,10555.213,11057.874,11575.758,12108.776,12656.795,13219.642,13799.297,14395.786,15009.104,15639.216,16286.054,16949.026,17627.937,18322.548,19032.583,19757.725,20497.651,21251.965,22020.224,22801.941,23596.589,24407.038,25233.021,26074.239,26930.361,27801.019,28685.37,29582.935,30493.202,31415.621,32349.607,33299.78,34265.94,35247.865,36245.309,37258.003,38286.473,39330.468,40389.716,41463.921,42552.764,43657.689,44778.469,45914.857,47066.585,48233.366,49429.071,50654.418,51910.141,53196.993
"SYR","SY","Syrian Arab Republic",17.4057142857143,1337.845,1363.887,1407.043,1468.697,1550.935,1656.663,1765.277,1876.408,1989.642,2104.52,2220.542,2346.069,2481.977,2629.232,2788.906,2962.18,3146.659,3343.092,3552.283,3775.089,4012.429,4260.534,4519.566,4789.664,5070.942,5363.484,5667.143,5981.908,6307.73,6644.525,6992.167,7350.613,7719.673,8099.11,8488.645,8887.951,9296.619,9714.223,10140.289,10574.293,11015.664,11464.597,11920.521,12382.823,12850.844,13323.883,13803.197,14288.213,14778.328,15272.899,15771.254,16274.672,16782.605,17294.474,17809.677,18327.582,18853.364,19386.839,19927.809,20476.063,21031.374,21598.59,22177.864,22769.347,23373.191,23989.542,24616.148,25252.968,25899.949,26557.031,27224.144,27904.148,28597.176,29303.354,30022.81,30755.667,31503.153,32265.466,33042.806,33835.37,34643.359,35469.672,36314.702,37178.847,38062.513,38966.118,39891.173,40838.19,41807.688,42800.203
"TCD","TD","Chad",28.091935483871,451.953,458.347,465.298,472.829,480.962,489.726,501.78,517.339,536.688,560.193,588.309,620.209,656.338,697.219,743.457,795.759,853.079,915.963,985.023,1060.947,1144.507,1234.628,1331.823,1436.645,1549.692,1671.606,1801.794,1940.702,2088.789,2246.53,2414.413,2592.592,2781.504,2981.589,3193.287,3417.041,3652.947,3901.369,4162.659,4437.153,4725.169,5026.947,5342.75,5672.814,6017.347,6376.522,6750.505,7139.402,7543.278,7962.156,8396.014,8845.385,9310.245,9790.524,10286.101,10796.805,11323.387,11865.71,12423.588,12996.787,13585.022,14189.854,14811.143,15448.703,16102.307,16771.68,17457.675,18160.067,18878.588,19612.928,20362.73,21129.224,21912.146,22711.194,23526.027,24356.26,25203.858,26068.602,26950.242,27848.494,28763.039,29694.558,30642.765,31607.338,32587.924,33584.137,34610.804,35668.856,36759.253,37882.984
"TGO","TG","Togo",26.4787096774194,412,425.046,439.516,455.522,473.193,492.675,514.719,539.589,567.589,599.071,634.441,673.912,717.977,767.203,822.239,883.833,951.487,1025.877,1107.76,1197.991,1297.533,1405.212,1521.685,1647.656,1783.887,1931.201,2089.528,2259.591,2442.147,2637.998,2847.983,3072.13,3311.167,3565.835,3836.895,4125.123,4430.663,4754.172,5096.301,5457.69,5838.964,6240.58,6663.092,7107.027,7572.879,8061.102,8572.096,9106.223,9663.797,10245.074,10850.251,11480.151,12134.956,12814.781,13519.67,14249.597,15005.624,15787.747,16595.89,17429.9,18289.543,19177.537,20093.916,21038.652,22011.647,23012.737,24042.557,25100.91,26187.529,27302.07,28444.116,29616.241,30818.246,32049.866,33310.772,34600.565,35922.168,37275.428,38660.136,40076.024,41522.769,43001.395,44511.604,46053.04,47625.291,49227.882,50884.401,52596.661,54366.538,56195.972
"THA","TH","Thailand",27.0658064516129,1950.18,2025.277,2108.366,2200.173,2301.517,2413.325,2534.681,2666.464,2809.648,2965.314,3134.663,3315.326,3508.139,3714.004,3933.895,4168.866,4414.821,4672.055,4940.857,5221.508,5514.278,5815.335,6124.257,6440.563,6763.712,7093.105,7429.829,7773.414,8123.342,8479.046,8839.915,9206.912,9579.535,9957.237,10339.435,10725.51,11117.977,11516.49,11920.673,12330.124,12744.416,13165.059,13591.765,14024.227,14462.12,14905.095,15353.976,15808.485,16268.322,16733.173,17202.706,17676.916,18155.465,18638.001,19124.155,19613.542,20108.078,20607.522,21111.623,21620.118,22132.731,22652.186,23178.396,23711.268,24250.699,24796.582,25349.447,25909.213,26475.796,27049.103,27629.036,28216.65,28811.908,29414.769,30025.184,30643.102,31269.999,31905.906,32550.852,33204.863,33867.964,34539.431,35219.236,35907.349,36603.736,37308.358,38026.544,38758.555,39504.657,40265.122
"TJK","TJ","Tajikistan",11.8964,413.515,433.804,455.042,477.272,500.537,524.883,553.206,586,623.855,667.475,717.696,773.457,835.448,904.458,981.387,1067.268,1159.862,1259.617,1367.005,1482.519,1606.68,1737.275,1874.196,2017.284,2166.316,2321.013,2481.456,2647.321,2818.227,2993.729,3173.323,3357.344,3545.321,3736.733,3931.006,4127.517,4327.429,4530.29,4735.612,4942.871,5151.51,5363.175,5577.52,5794.173,6012.741,6232.807,6455.206,6679.615,6905.693,7133.083,7361.413,7590.751,7820.736,8050.994,8281.139,8510.775,8742.183,8975.163,9209.504,9444.991,9681.399,9923.86,10172.532,10427.578,10689.164,10957.462,11230.281,11507.624,11789.492,12075.882,12366.79,12663.568,12966.304,13275.083,13589.995,13911.126,14239.123,14574.112,14916.225,15265.593,15622.35,15986.319,16357.618,16736.362,17122.671,17516.663,17919.722,18332.054,18753.875,19185.402
"TKM","TM","Turkmenistan",15.7830434782609,1686.031,1805.351,1936.655,2081.303,2240.835,2416.987,2602.051,2795.972,2998.635,3209.865,3429.419,3657.551,3893.99,4138.4,4390.379,4649.455,4914,5183.218,5456.239,5732.118,6009.839,6288.791,6567.9,6846.038,7122.029,7394.66,7666.739,7937.437,8205.897,8471.243,8732.58,8992.532,9250.492,9505.842,9757.956,10006.198,10251.15,10492.257,10728.963,10960.708,11186.937,11415.979,11647.814,11882.425,12119.788,12359.881,12602.777,12848.456,13096.893,13348.066,13601.946,13854.997,14106.991,14357.701,14606.893,14854.334,15101.658,15348.721,15595.375,15841.47,16086.855,16333.434,16581.147,16829.93,17079.72,17330.451,17582.817,17836.783,18092.313,18349.368,18607.911,18869.426,19133.938,19401.469,19672.042,19945.68,20222.845,20503.578,20787.922,21075.918,21367.609,21661.584,21957.828,22256.323,22557.05,22859.991,23167.001,23478.134,23793.445,24112.991
"TTO","TT","Trinidad and Tobago",25.7161290322581,9205.364,9341.217,9511.75,9718.669,9964.085,10250.552,10551.919,10869.004,11202.682,11553.886,11923.611,12308.696,12709.861,13127.862,13563.497,14017.603,14482.567,14958.464,15445.362,15943.321,16452.391,16962.284,17472.068,17980.785,18487.447,18991.046,19489.978,19983.153,20469.463,20947.793,21417.024,21878.603,22331.578,22774.994,23207.901,23629.356,24055.205,24485.408,24919.926,25358.716,25801.733,26256.359,26722.935,27201.81,27693.346,28197.919,28708.809,29226.027,29749.582,30279.482,30815.731,31350.939,31884.72,32416.685,32946.438,33473.581,33999.518,34523.927,35046.481,35566.851,36084.704,36611.108,37146.216,37690.185,38243.175,38805.35,39383.239,39977.296,40587.989,41215.804,41861.244,42521.144,43195.87,43885.794,44591.302,45312.79,46049.938,46803.131,47572.762,48359.235,49162.965,49982.807,50819.119,51672.27,52542.638,53430.609,54333.586,55251.824,56185.579,57135.116
"TUN","TN","Tunisia",19.0777419354839,2515.685,2574.436,2652.179,2750.421,2871.126,3016.778,3173.699,3342.864,3525.344,3722.319,3935.087,4160.961,4400.799,4655.517,4926.095,5213.582,5513.259,5825.31,6149.896,6487.156,6837.203,7194.269,7557.493,7925.936,8298.582,8674.342,9053.289,9434.36,9816.433,10198.332,10578.831,10957.998,11334.668,11707.647,12075.712,12437.621,12799.854,13161.808,13522.863,13882.382,14239.714,14601.204,14966.701,15336.049,15709.083,16085.63,16469.304,16860.187,17258.357,17663.894,18076.876,18493.403,18913.277,19336.292,19762.232,20190.874,20620.455,21050.639,21481.083,21911.435,22341.337,22775.027,23212.399,23653.342,24097.74,24545.477,24997.359,25453.311,25913.252,26377.099,26844.765,27319.005,27799.874,28287.428,28781.723,29282.812,29795.144,30319.003,30854.679,31402.473,31962.693,32534.314,33117.589,33712.778,34320.148,34939.969,35570.985,36213.397,36867.411,37533.237
"TUR","TR","Turkey",12.3522580645161,5571.634,5763.989,5962.432,6167.134,6378.272,6596.026,6823.8,7062.114,7311.52,7572.6,7845.971,8132.521,8432.969,8748.075,9078.648,9425.543,9784.449,10155.729,10539.758,10936.917,11347.599,11766.96,12194.831,12631.015,13075.299,13527.442,13986.131,14450.974,14921.556,15397.434,15878.142,16363.918,16854.311,17348.851,17847.04,18348.364,18856.613,19371.587,19893.07,20420.834,20954.634,21495.599,22043.565,22598.357,23159.791,23727.669,24303.065,24885.852,25475.896,26073.051,26677.164,27287.59,27904.126,28526.556,29154.653,29788.184,30427.021,31070.918,31719.617,32372.85,33030.343,33697.622,34374.742,35061.756,35758.713,36465.663,37184.255,37914.628,38656.921,39411.272,40177.821,40956.95,41748.811,42553.562,43371.356,44202.351,45046.881,45905.114,46777.22,47663.367,48563.728,49481.194,50416.092,51368.755,52339.521,53328.738,54336.651,55363.614,56409.986,57476.135
"TZA","TZ","Tanzania\",22.4863636363636,322.588,334.571,347.62,361.823,377.278,394.093,413.316,435.216,460.108,488.359,520.401,555.861,595.143,638.708,687.077,740.848,799.319,862.935,932.187,1007.616,1089.817,1177.552,1271.082,1370.674,1476.594,1589.111,1708.323,1834.459,1967.739,2108.378,2256.575,2412.73,2577.062,2749.776,2931.069,3121.119,3320.116,3528.207,3745.524,3972.173,4208.239,4453.958,4709.393,4974.579,5249.524,5534.205,5828.769,6133.159,6447.287,6771.031,7104.233,7447.283,7800.031,8162.295,8533.859,8914.469,9304.21,9702.802,10109.932,10525.248,10948.363,11381.677,11825.062,12278.364,12741.405,13213.984,13696.876,14189.936,14692.998,15205.872,15728.345,16261.064,16803.859,17356.538,17918.889,18490.681,19073.212,19666.35,20269.95,20883.846,21507.855,22142.38,22787.254,23442.297,24107.308,24782.071,25475.722,26188.787,26921.811,27675.353
"UGA","UG","Uganda",22.4060714285714,256.93,264.843,273.881,284.138,295.726,308.771,323.509,340.122,358.821,379.847,403.481,429.697,458.8,491.137,527.106,567.16,610.783,658.325,710.176,766.767,828.576,894.821,965.771,1041.71,1122.932,1209.746,1302.236,1400.682,1505.372,1616.598,1734.658,1859.734,1992.106,2132.055,2279.862,2435.805,2600.012,2772.726,2954.178,3144.593,3344.18,3553.084,3771.478,3999.517,4237.336,4485.051,4742.825,5010.737,5288.843,5577.17,5875.716,6184.872,6504.643,6835,7175.889,7527.221,7889.385,8262.301,8645.853,9039.897,9444.251,9860.252,10287.852,10726.978,11177.533,11639.388,12113.065,12598.46,13095.444,13603.861,14123.529,14654.799,15197.496,15751.414,16316.323,16891.963,17479.161,18077.718,18687.407,19307.978,19939.156,20581.237,21233.95,21897.001,22570.071,23252.816,23956.214,24680.889,25427.486,26196.668
"UKR","UA","Ukraine",8.57,1792.715,1870.598,1952.377,2038.266,2128.492,2223.295,2328.118,2443.956,2571.932,2713.316,2869.549,3037.698,3218.794,3413.962,3624.44,3851.583,4090.512,4341.662,4605.47,4882.378,5172.831,5470.558,5774.842,6084.882,6399.799,6718.636,7042.152,7369.5,7699.771,8032.001,8365.168,8701.666,9040.787,9381.787,9723.885,10066.263,10414.173,10767.359,11125.546,11488.439,11855.725,12230.531,12612.833,13002.595,13399.772,13804.312,14215.873,14634.36,15059.664,15491.666,15930.235,16372.553,16818.247,17266.924,17718.178,18171.586,18626.385,19082.098,19538.236,19994.298,20449.768,20910.215,21375.509,21845.514,22320.086,22799.075,23285.014,23777.911,24277.771,24784.593,25298.378,25819.98,26349.444,26886.815,27432.133,27985.44,28546.324,29114.795,29690.861,30274.523,30865.785,31465.384,32073.358,32689.744,33314.575,33947.885,34593.235,35250.852,35920.971,36603.828
"URY","UY","Uruguay",18.0638709677419,4674.663,4854.376,5039.464,5230.016,5426.12,5627.864,5843.062,6072.671,6317.727,6579.357,6858.782,7153.875,7465.626,7795.099,8143.431,8511.84,8893.596,9289.005,9698.372,10121.996,10560.178,11005.12,11456.088,11912.292,12372.893,12837,13306.501,13780.718,14258.936,14740.404,15224.331,15713.732,16208.118,16706.971,17209.751,17715.89,18226.568,18741.323,19259.67,19781.106,20305.108,20833,21364.367,21898.775,22435.777,22974.908,23518.403,24065.958,24617.261,25171.987,25729.798,26289.833,26851.699,27414.994,27979.304,28544.206,29112.008,29682.428,30255.18,30829.968,31406.489,31996.114,32599.177,33216.018,33846.99,34492.452,35150.43,35821.171,36504.925,37201.95,37912.507,38638.911,39381.551,40140.827,40917.151,41710.943,42522.138,43351.149,44198.404,45064.34,45949.403,46855.617,47783.546,48733.769,49706.885,50703.508,51720.114,52757.102,53814.882,54893.87
"USA","US","United States",13.6258064516129,36036.258,36666.532,37353.296,38099.241,38907.326,39780.796,40657.326,41536.256,42416.908,43298.586,44180.578,45076.56,45986.656,46910.987,47849.676,48802.842,49762.403,50727.993,51699.231,52675.726,53657.075,54629.019,55590.381,56539.976,57476.617,58399.116,59316.917,60229.33,61135.661,62035.211,62927.277,63812.412,64689.961,65559.264,66419.664,67270.5,68126.853,68988.658,69855.846,70728.345,71606.084,72497.007,73401.334,74319.291,75251.107,76197.013,77164.41,78153.812,79165.748,80200.761,81259.411,82335.773,83430.18,84542.972,85674.495,86825.104,87995.332,89185.557,90396.162,91627.539,92880.087,94159.417,95466.162,96800.97,98164.508,99557.462,100974.962,102417.49,103885.542,105379.624,106900.252,108447.312,110021.317,111622.787,113252.257,114910.27,116600.829,118324.656,120082.487,121875.079,123703.205,125570.628,127478.297,129427.186,131418.293,133452.649,135518.496,137616.322,139746.622,141909.9
"UZB","UZ","Uzbekistan",14.2373913043478,514.192,543.263,573.648,605.387,638.516,673.073,710.862,752.211,797.488,847.105,901.523,959.669,1021.814,1088.246,1159.278,1235.246,1315.346,1399.742,1488.594,1582.069,1680.331,1782.146,1887.425,1996.057,2107.912,2222.836,2340.455,2460.539,2582.832,2707.056,2832.907,2960.621,3089.923,3220.521,3352.105,3484.346,3618.849,3755.475,3894.074,4034.487,4176.541,4321.509,4469.348,4620.009,4773.44,4929.579,5089.14,5252.124,5418.533,5588.36,5761.6,5937.236,6115.163,6295.267,6477.427,6661.515,6847.119,7034.072,7222.206,7411.341,7601.293,7793.758,7988.68,8186,8385.657,8587.584,8792.071,8999.072,9208.534,9420.404,9634.624,9852.289,10073.414,10298.011,10526.091,10757.665,10993.344,11233.175,11477.205,11725.479,11978.046,12233.969,12493.231,12755.814,13021.696,13290.855,13565.577,13845.977,14132.174,14424.286
"VCT","VC","Saint Vincent and the Grenadines",26.5393548387097,3655.816,3729.707,3816.288,3916.336,4030.764,4160.635,4300.965,4452.514,4616.117,4792.693,4983.25,5185.45,5400.087,5628.013,5870.153,6127.501,6395.027,6673.083,6962.028,7262.23,7574.07,7891.939,8215.477,8544.293,8877.965,9216.038,9559.483,9907.945,10261.044,10618.375,10979.506,11350.657,11732.016,12123.772,12526.111,12939.222,13361.481,13792.896,14233.469,14683.19,15142.039,15602.691,16064.437,16526.546,16988.265,17448.817,17927.159,18424.064,18940.343,19476.847,20034.469,20589.063,21139.491,21684.594,22223.196,22754.108,23291.742,23835.977,24386.684,24943.724,25506.953,26084.431,26676.547,27283.706,27906.32,28544.816,29178.169,29805.383,30425.454,31037.371,31640.116,32284.626,32972.934,33707.241,34489.923,35323.545,36153.577,36978.819,37798.048,38610.025,39413.5,40237.084,41081.339,41946.84,42834.184,43743.982,44673.104,45621.961,46590.971,47580.564
"VEN","VE","Venezuela\",25.4987096774194,5583.947,5708.971,5830.458,5948.059,6061.429,6170.231,6295.376,6437.74,6598.335,6778.325,6979.031,7196.512,7431.938,7686.601,7961.92,8259.457,8575.48,8911.244,9268.104,9647.522,10051.077,10467.896,10898.231,11342.334,11800.451,12272.823,12759.023,13259.202,13773.5,14302.044,14844.95,15400.388,15968.232,16548.325,17140.491,17744.522,18361.57,18991.518,19634.229,20289.541,20957.27,21638.214,22332.238,23039.187,23758.885,24491.134,25233.852,25986.629,26749.024,27520.573,28300.781,29088.562,29883.32,30684.432,31491.248,32303.092,33122.363,33948.568,34781.19,35619.695,36463.526,37320.2,38189.686,39071.944,39966.926,40874.575,41796.542,42732.868,43683.589,44648.734,45628.327,46626.219,47642.67,48677.945,49732.31,50806.03,51899.579,53013.241,54147.3,55302.045,56477.767,57673.062,58888.118,60123.12,61378.25,62653.69,63955.634,65284.632,66641.246,68026.051
"VNM","VN","Viet Nam",24.8484615384615,505.006,531.542,561.177,594.263,631.204,672.466,716.577,763.744,814.188,868.147,925.879,987.726,1053.998,1125.031,1201.187,1282.856,1369.076,1460.024,1555.875,1656.804,1762.989,1873.278,1987.597,2105.847,2227.906,2353.627,2483.34,2616.929,2754.254,2895.157,3039.451,3187.059,3337.769,3491.346,3647.535,3806.057,3967.677,4132.209,4299.448,4469.173,4641.146,4816.47,4995.027,5176.686,5361.307,5548.738,5740.869,5937.735,6139.368,6345.799,6557.05,6771.44,6988.816,7209.02,7431.88,7657.214,7884.572,8113.729,8344.451,8576.494,8809.603,9045.612,9284.416,9525.904,9769.958,10016.454,10266.905,10521.299,10779.617,11041.842,11307.951,11580.359,11859.214,12144.666,12436.866,12735.973,13041.764,13354.375,13673.945,14000.615,14334.53,14675.147,15022.567,15376.889,15738.215,16106.647,16483.703,16869.587,17264.504,17668.666
"VUT","VU","Vanuatu",24.8425806451613,1872.623,1903.645,1938.524,1977.445,2020.621,2068.287,2125.893,2194.164,2273.979,2366.389,2472.64,2591.905,2725.565,2875.204,3042.644,3229.98,3432.977,3653.12,3892.049,4151.579,4433.72,4733.519,5051.972,5390.12,5749.059,6129.934,6532.021,6956.198,7403.356,7874.402,8370.253,8890.146,9434.703,10004.521,10600.171,11222.189,11871.19,12547.658,13252.033,13984.712,14746.039,15533.39,16346.531,17185.141,18048.798,18936.979,19855.498,20804.551,21784.279,22794.765,23836.03,24901.691,25990.791,27102.261,28234.919,29387.468,30566.846,31772.525,33003.901,34260.294,35540.943,36854.963,38202.528,39583.779,40998.819,42447.718,43922.691,45422.914,46947.489,48495.442,50065.724,51671.833,53313.963,54992.287,56706.946,58458.057,60237.053,62043.2,63875.708,65733.725,67616.339,69532.856,71483.114,73466.913,75484.021,77534.167,79639.995,81803.017,84024.787,86306.9
"WSM","WS","Samoa",26.1457142857143,1819.187,1850.15,1884.544,1922.537,1964.313,2010.082,2064.161,2127.134,2199.695,2282.659,2376.978,2480.995,2595.617,2721.868,2860.901,3014.016,3175.507,3345.841,3525.513,3715.045,3914.988,4123.696,4341.428,4568.441,4804.995,5051.347,5309.855,5581.093,5865.661,6164.188,6477.329,6802.867,7141.078,7492.233,7856.596,8234.419,8627.234,9035.457,9459.509,9899.812,10356.787,10826.923,11310.107,11806.191,12314.991,12836.284,13359.157,13882.008,14403.166,14920.903,15433.436,15949.344,16467.794,16987.913,17508.796,18029.508,18558.926,19096.912,19643.313,20197.962,20760.677,21325.201,21890.831,22456.84,23022.483,23586.994,24163.319,24751.647,25352.172,25965.086,26590.585,27254.552,27959.082,28706.428,29499.013,30339.44,31171.529,31993.273,32802.639,33597.578,34376.034,35199.821,36071.298,36992.992,37967.609,38998.05,40056.458,41143.59,42260.227,43407.169
"YEM","YE","Yemen",23.12,773.645,758.138,750.93,751.702,760.394,777.199,797.041,820.123,846.687,877.016,911.438,949.879,992.721,1040.399,1093.412,1152.325,1215.836,1284.351,1358.314,1438.216,1524.595,1615.47,1711.028,1811.462,1916.969,2027.75,2143.008,2262.78,2387.098,2515.977,2649.424,2787.56,2930.383,3077.881,3230.027,3386.78,3548.75,3715.96,3888.425,4066.149,4249.126,4437.923,4632.588,4833.161,5039.672,5252.145,5470.571,5694.952,5925.278,6161.531,6403.679,6650.925,6903.128,7160.132,7421.763,7687.833,7958.43,8233.361,8512.423,8795.393,9082.035,9373.605,9669.979,9971.025,10276.597,10586.539,10901.827,11222.385,11548.126,11878.956,12214.775,12556.715,12904.762,13258.894,13619.086,13985.303,14357.927,14736.948,15122.348,15514.108,15912.2,16315.956,16725.291,17140.111,17560.318,17985.805,18421.601,18867.956,19325.127,19793.375
"ZAF","ZA","South Africa",17.5429032258065,4984.264,5132.835,5293.985,5468.602,5657.662,5862.244,6077.927,6305.388,6545.345,6798.572,7065.892,7347.524,7644.334,7957.248,8287.251,8635.398,8998.085,9375.914,9769.515,10179.542,10606.675,11044.222,11491.999,11949.794,12417.366,12894.441,13379.349,13871.602,14370.675,14876.005,15386.996,15903.26,16424.156,16949.006,17477.103,18007.708,18544.626,19087.464,19635.809,20189.224,20747.254,21313.696,21888.399,22471.199,23061.922,23660.379,24264.618,24874.29,25489.034,26108.468,26732.199,27359.337,27989.422,28621.983,29256.533,29892.57,30533.705,31179.676,31830.209,32485.02,33143.817,33809.212,34481.068,35159.242,35843.582,36533.929,37231.069,37934.886,38645.254,39362.046,40085.127,40816.841,41557.177,42306.12,43063.654,43829.756,44605.543,45391.046,46186.298,46991.325,47806.154,48630.237,49463.565,50306.127,51157.91,52018.898,52894.376,53784.588,54689.783,55610.212
"ZMB","ZM","Zambia",21.4722580645161,662.642,690.274,720.045,752.13,786.721,824.027,866.051,913.317,966.43,1026.089,1093.103,1167.428,1249.939,1341.637,1443.663,1557.323,1680.697,1814.672,1960.22,2118.405,2290.399,2473.777,2669.052,2876.737,3097.342,3331.377,3579.178,3841.203,4117.892,4409.67,4716.935,5040.593,5381.095,5738.873,6114.333,6507.852,6920.189,7351.732,7802.834,8273.813,8764.947,9276.75,9809.458,10363.26,10938.297,11534.653,12152.403,12791.522,13451.923,14133.451,14835.884,15559.993,16305.566,17072.319,17859.899,18667.881,19496.847,20346.363,21215.926,22104.959,23012.809,23942.297,24893.045,25864.621,26856.529,27868.214,28901.345,29955.492,31030.176,32124.858,33238.948,34373.726,35528.683,36703.261,37896.852,39108.793,40340.642,41591.847,42861.812,44149.896,45455.408,46779.251,48120.787,49479.333,50854.165,52244.518,53672.883,55140.3,56647.836,58196.588
"ZWE","ZW","Zimbabwe",20.4596774193548,599.642,620.679,641.232,661.204,680.496,699.013,722.889,752.605,788.77,832.154,883.706,942.914,1010.851,1088.788,1178.232,1280.974,1395.667,1523.89,1667.452,1828.435,2009.23,2206.987,2423.201,2659.492,2917.612,3199.453,3504.643,3834.696,4191.185,4575.734,4990.021,5434.542,5910.739,6420.043,6963.872,7543.615,8160.637,8816.246,9511.689,10248.141,11026.693,11848.843,12715.586,13627.802,14586.245,15591.529,16645.236,17747.883,18899.827,20101.251,21352.152,22654.932,24009.652,25416.186,26874.21,28383.197,29946.203,31562.879,33232.682,34954.866,36728.475,38566.809,40470.621,42440.569,44477.207,46580.979,48748.299,50978.826,53272.057,55627.322,58043.772,60527.349,63077.73,65694.446,68376.882,71124.265,73943.489,76834.383,79796.656,82829.887,85933.522,89107.391,92350.722,95662.604,99041.981,102487.651,106053.197,109742.787,113560.739,117511.517
